,level_0,index,Model,Params,MSE,Dataset 
2492,179,179,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2493,1579,1579,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2494,819,819,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2495,1619,1619,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2496,139,139,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2497,1539,1539,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2498,779,779,Lasso LARS Regression,"{'alpha': 4.5, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524376674.054147,CO2
2499,1058,1058,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2500,2618,2618,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2501,858,858,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2502,2138,2138,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2503,2258,2258,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2504,3778,3778,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2505,2658,2658,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2506,3498,3498,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2507,2578,2578,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2508,1858,1858,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2509,778,778,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2510,738,738,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2511,938,938,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2512,3698,3698,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2513,3738,3738,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2514,3618,3618,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2515,1018,1018,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2516,818,818,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2517,978,978,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2518,3578,3578,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2519,2218,2218,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2520,2178,2178,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2521,3658,3658,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2522,898,898,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2523,3338,3338,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2524,3458,3458,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2525,3138,3138,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2526,1978,1978,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2527,1578,1578,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2528,3098,3098,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2529,1618,1618,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2530,3058,3058,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2531,2818,2818,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2532,1658,1658,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2533,1938,1938,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2534,3018,3018,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2535,1698,1698,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2536,1738,1738,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2537,2978,2978,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2538,1898,1898,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2539,1778,1778,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2540,2938,2938,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2541,2858,2858,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2542,1818,1818,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2543,2898,2898,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2544,1538,1538,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2545,1098,1098,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2546,1498,1498,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2547,3178,3178,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2548,1138,1138,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2549,1178,1178,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2550,3418,3418,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2551,2698,2698,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2552,2098,2098,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2553,1218,1218,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2554,3378,3378,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2555,1258,1258,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2556,2058,2058,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2557,1298,1298,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2558,3298,3298,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2559,2738,2738,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
2560,1338,1338,Lasso LARS Regression,"{'alpha': 4.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524390161.181576,CO2
